index,value
63,widespread frequent use acronym range register relatively new linguistic phenomenon language increasingly evident mid-20th century
64,literacy rate rose advance science technology brought constant stream new complex term concept practice abbreviating term increasingly convenient
65,oxford english dictionary oed record printed use word initialism occurring come general use acronym common
66,english acronym pronounced word phenomenon
67,linguist david wilton word myth debunking linguistic urban legend claim forming word acronym distinctly twentieth- twenty-first- century phenomenon
68,known pre-twentieth-century english word acronymic origin vogue short time
69,word colinderies colinda acronym colonial indian exposition held london year
70,acronymic word employed general vocabulary century wilton point concept formation treated effortlessly understood evidently novel edgar allan poe story write blackwood article includes contrived acronym
71,use latin neo-latin term vernacular pan-european predates modern english
72,example acronym class
73,earliest example word derived acronym listed oed abjud abjad formed original letter arabic alphabet late century
74,acrostic predate restoration witticism arranging name member charles ii committee foreign affair produce cabal ministry
75,acronym abbreviate name organization long frequently referenced term
76,armed force government agency frequently employ acronym well-known example united state agency jokingly referred alphabet soup created franklin
77,roosevelt course known fdr new deal
78,business industry prolific coiner acronym
79,rapid advance science technology recent century underlying force driving usage new invention concept multiword name create demand shorter manageable name
80,citation needed representative example
81,navy comcrudespac stand commander cruiser destroyer pacific seen comcrudespac
82,yaba-compatible yaba stand bloody acronym mean term acronym pronounced offensive word
83,choosing new sure yaba-compatible
84,acronym use popularized text messaging mobile phone short message service sm instant messenger im
85,fit message sm limit save time acronym gf girlfriend lol laughing loud dl download low popular
86,prescriptivists disdain texting acronym abbreviation decreasing clarity failure use pure english
87,point language change happened thousand year argue embraced inevitable innovation adapts language changing circumstance
88,view modern practice legitimate english current generation speaker abbreviation corporation name place limited writing space
89,ticker tape newspaper column inch
90,exact pronunciation word acronym pronounced word sounded individual letter vary speaker population
91,regional occupational generational difference simply matter personal preference
92,instance decade online debate pronounce gif bios
93,similarly letter-by-letter initialisms word acronym time especially combining form ip internet protocol generally said letter ipsec internet protocol security pronounced increasing time variant spelling ipsec ipsec
94,pronunciation vary single speaker vocabulary depending narrow context
95,example database programming language sql said letter case reference microsoft implementation traditionally pronounced word sequel
96,formal writing broad audience expansion typically given occurrence acronym given text benefit reader know stand
97,addition expansion use publication key listing acronym expansion
98,convenience reader reason
99,reading entire publication sequentially common mode reading encounter acronym having seen expansion
100,having key start end publication obviates skimming text searching earlier use find expansion
101,especially important print medium search utility available
102,second reason key feature pedagogical value educational work textbook
103,give student way review meaning acronym introduced chapter line-by-line reading way quiz meaning covering expansion column recalling expansion memory checking answer uncovering
104,addition feature enables reader possessing knowledge abbreviation encounter expansion redundant reader
105,expansion use abbreviation-key feature aid reader originated print era equally useful print online
106,online medium allows aid tooltips hyperlink rapid search search engine technology
107,acronym occur jargon
108,acronym different meaning different area industry writing scholarship
109,general reason convenience succinctness specialist led obfuscate meaning intentionally deter domain-specific knowledge unintentionally creating acronym existed
110,medical literature struggling control proliferation acronym use evolved aiding communication hindering
111,problem evaluated level medical academy american academy dermatology
112,acronym taught mnemonic device example physic color visible spectrum said roy
113,biv red-orange-yellow-green-blue-indigo-violet
114,mental checklist example aviation gumps gas-undercarriage-mixture-propeller-seatbelts
115,example mnemonic acronym slim pavpanic pemdas
116,uncommon acronym cited kind false etymology called folk etymology word
117,etymology persist popular culture factual basis historical linguistics example language-related urban legend
118,example cop commonly cited derived presumed constable patrol posh port outward starboard home
119,specious expansion belief etymology acronymic clearly tongue-in-cheek citers gentleman lady forbidden golf credulous people uncritically taken fact
120,taboo word particular commonly false etymology shit ship/store high transit special high-intensity training fuck unlawful carnal knowledge fornication consent/command king
121,english abbreviation traditionally written stop/period/point place deleted ellipsis letter colon apostrophe role space stop
122,case acronym letter abbreviation separate word theory termination mark
123,punctuation diminishing belief presence all-capital letter sufficient indicate word abbreviation
124,influential style guide bbc no longer require punctuation ellipsis proscribe
125,larry trask american author penguin guide punctuation state categorically british english tiresome unnecessary practice obsolete
126,influential style guide american require period certain instance
127,example new york time manual style usage recommends following segment period letter pronounced individually
128,pronounced word nato
129,logic style pronunciation reflected graphically punctuation scheme
130,multiple-letter abbreviation formed single word period general common informal usage
131,tv example stand single word television transvestite instance general spelled punctuation plural
132,p stand single word postscript latin postscriptum spelled period
133,slash solidus separate letter acronym n/a applicable available c/o care
134,inconveniently long word frequently related context represented according letter count numeronym
135,example i18n abbreviates internationalization computer-science term adapting software worldwide use
136,represents letter come internationalization
137,localization abbreviated l10n multilingualization m17n accessibility a11y
138,addition use specific number replacing letter general replace unspecified number letter
139,example include crxn crystallization series familiar physician history diagnosis treatment hx dx tx
140,question pluralize acronym
141,writer add following apostrophe pc
142,kate turabian writing style academic writing allows apostrophe form plural acronym abbreviation contains internal period capital lowercase letter
143,turabian prefer dvd url ph
144,modern language association american psychological association prohibit apostrophe pluralize acronym regardless period compact disc cd
145,new york time manual style usage requires apostrophe pluralizing abbreviation regardless period preferring pc tv vcr
146,possessive plural include apostrophe mere pluralization period appear especially complex example
147,label label compact disc
148,instance apostrophe increase clarity example final letter abbreviation so abbreviation ending
149,sos pluralizing abbreviation period
150,particularly rich source option arises plural acronym normally indicated word final word spelled
151,classic example member parliament plural member parliament
152,possible abbreviate
153,similar australian prime minister ben chifley
154,usage common form end mp appear dated pedantic
155,common usage weapon mass destruction wmd prisoner war pow run batted rbi
156,argument acronym different plural form example stand disc stand disc general disregarded practicality distinguishing singular plural
157,case abbreviation understood describe plural noun example
158,short united state united state
159,case option making possessive form abbreviation plural form final awkward example
160,etc
161,instance possessive abbreviation forgone favor simple attributive usage example
162,economy expanding abbreviation form making possessive example united state economy
163,hand speech pronunciation united state
164,abbreviation come single multiple word tv television usually pluralized apostrophe tv writer feel apostrophe reserved possessive tv antenna
165,language convention doubling letter acronym indicate plural word example spanish ee
166,uu
167,estados unidos united state
168,old convention followed limited number english abbreviation s
169,saint pp
170,latin plural page paginae ms manuscript
171,case pp
172,derives original latin phrase procurationem meaning agency english translation alternative particular page book document pp
173,common capitalization scheme seen acronym all-uppercase cap linguistically taken identity regular word acronymous etymology word fading background common knowledge occurred word scuba laser radar known anacronyms
174,anacronyms note homophonously confused anachronyms note type misnomer
175,small cap run capital letter le jarring reader
176,example style american publication including atlantic monthly usa today use small cap acronym longer letter citation needed
177,fdr normal cap nato small cap
178,acronym ad bc smallcapped bc ad
179,word derived acronym affixing typically expressed mixed case root acronym clear
180,example pre-wwii politics post-nato world dnaase
181,case derived acronym expressed mixed case
182,example messenger rna transfer rna mrna trna
183,publication choose capitalize letter acronym reserving all-caps styling initialisms writing pronounced acronym nato aid mixed case initialisms usa fbi cap
184,example style guardian bbc news typically edits style official style guide dating recommends all-caps
185,logic style pronunciation reflected graphically capitalization scheme
186,conflict conventional english usage first-letter upper-casing marker name case
187,aid stand acquired immuno-deficiency syndrome proper aid style
188,style manual base letter case number
189,new york time example keep nato capital guide british press render nato us lower case unicef united nation international child emergency fund letter style cap look ungainly flirting appearance shouting capital
190,abbreviation typically exclude initial short function word case
191,function word included pronounceable acronym core congress racial equality
192,letter representing word written lower case case tfl transport london lotr lord ring usually occurs acronym represents multi-word proper noun
193,number cardinal ordinal name represented digit initial letter fourth generation language g77 group
194,large number use metric prefix y2k year written y2k si symbol stand kelvin si unit temperature
195,exception initial number include tla three-letter acronym/abbreviation gof gang
196,abbreviation number purpose include repetition a2dp advanced audio distribution profile w3c world wide web consortium t3 trend tip tool everyday living pronunciation b2b business business numeronyms i18n internationalization represents letter initial final
197,author expository writing capitalize distinctively format initial expansion pedagogical emphasis example writing congestive heart failure chf onset congestive heart failure chf conflict convention english orthography reserve capital middle sentence proper noun rendered onset congestive heart failure chf following ama manual style
198,apparent acronym abbreviation stand not expanded meaning
199,pseudo-acronyms pronunciation-based bbq bee-bee-cue barbecue k9 kay-nine canine
200,pseudo-acronyms frequently develop orphan initialisms existing acronym redefined non-acronymous severing link previous meaning
201,example letter sat college entrance test originally dubbed scholastic aptitude test no longer officially stand
202,us-based pro-choice organization naral example case organization changed time long-form corresponding letter naral eventually opting simply known short-form connected long-form
203,common company want retain brand recognition moving away outdated image american telephone telegraph t kentucky fried chicken kfc de-emphasize role frying preparation signature dish british petroleum bp
204,russia today rebranded rt
205,american movie classic simply rebranded amc
206,genzyme transgenics corporation gtc biotherapeutics inc
207,learning channel tlc american district telegraph simply known adt
208,pseudo-acronyms advantage international market according
209,example national affiliate international business machine legally incorporated ibm name example ibm canada avoid translating local language
210,citation needed likewise ubs merged union bank switzerland swiss bank corporation hsbc replaced long hongkong shanghai banking corporation
211,company giving clear indication place origin choose use acronym expanding foreign market example toronto-dominion bank continues operate canada
212,subsidiary known td bank citation needed royal bank canada canada constitutional monarchy now-defunct
213,subsidiary called rbc bank
214,citation needed india-based jsw group company example original jindal south west group re-branded pseudo-acronym expanding geographical area india
215,rebranding lead redundant acronym syndrome trustee saving bank bank railway express agency rea express
216,high-tech company taken redundant acronym extreme example ism information system management corp
217,shl systemhouse ltd
218,example entertainment include television show csi crime scene investigation navy ncis navy dropped second season redundancy likely designed educate new viewer initial stood
219,reasoning evidence royal bank canada canadian operation rebranded rbc royal bank bank montreal rebranded retail banking subsidiary bmo bank montreal
220,common example ram memory redundant ram random-access memory includes initial word memory
221,pin stand personal identification number obviating second word pin number case retention motivated avoid ambiguity homophonous word pin
222,example include atm machine eab bank hiv virus microsoft nt technology redundant sat test simply sat reasoning test
223,tnn nashville/national network renamed new tnn brief interlude
224,initial continue stand expanded meaning original meaning simply replaced
225,example
226,backronym bacronym phrase constructed fact previously existing word
227,example novelist critic anthony burgess proposed word book stand box organized knowledge
228,classic real-world example predecessor apple macintosh apple lisa said refer local integrated software architecture actually named steve job daughter born
229,backronyms oftentimes comedic effect citation needed
230,example creating backronym comedic effect naming group organization
231,stand thing clever regiment nerdy young men
232,acronym contrived deliberately designed especially apt thing named having dual meaning borrowing positive connotation existing word
233,example contrived acronym usa patriot spam captcha act
234,citation needed clothing company french connection began referring fcuk standing french connection united kingdom
235,company created t-shirt advertising campaign exploit acronym similarity taboo word fuck
236,department defense defense advanced research project agency darpa known developing contrived acronym project including resurrect nirvana dude
237,july wired magazine reported darpa announced program
238,transform biology descriptive predictive field science named batman robin biochronicity temporal mechanism arising nature robustness biologically-inspired network reference batman robin comic-book superheroes
239,short-form name clinical trial scientific study constitute large class acronym includes contrived example partial complete correspondence letter expansion component
240,trial tend name accurately descriptive trial long serve practically name syntax sentence short developed serve syntactically useful handle provide degree mnemonic reminder
241,example widely known medicine include trial antihypertensive lipid-lowering treatment prevent heart attack trial charm trial candesartan heart failure assessment reduction mortality morbidity
242,fact ra syndrome involved letter don entirely match pointed annoyed researcher preoccupied idea archetypal form acronym originated one-to-one letter matching impropriety deviating form
243,raison être clinical trial acronym gene protein symbol simply syntactically usable easily recalled short complement long syntactically unusable memorized
244,useful short reminder long support reasonable censure cutesy example provide little hint
245,reasonably close correspondence short chief utility functioning cognitively cryptic forgettable string albeit faithful matching letter
246,reasonable critique irresponsible mention trial acronym explaining providing long name document proliferation trial acronym resulted ambiguity different trial called aspect reason failing explain document irresponsible scientific communication
247,study evaluated citation impact trait acronym-named trial compared finding good aspect mnemonic help recall potential flaw connotatively driven bias
248,acronym chosen deliberately avoid considered undesirable example verliebt berlin vib german telenovela intended alles nur au liebe love changed avoid resultant acronym anal
249,likewise computer literacy internet technology qualification known clait clit
250,canada canadian conservative reform alliance party quickly renamed canadian reform conservative alliance opponent pointed initial spelled ccrap pronounced crap
251,irish institute technology galway tralee chose different acronym institute upgraded regional technical college
252,tralee rtc institute technology tralee itt opposed tralee institute technology tit
253,galway rtc galway-mayo institute technology gmit opposed galway institute technology git
254,charity sport organization team training known tnt tit
255,technological institute textile science known tit
256,george mason university planning law school antonin scalia school law assol honor late antonin scalia change antonin scalia law school later
257,macronym nested acronym acronym letter stand acronym abbreviation
258,word macronym portmanteau macro- acronym
259,example macronyms
260,macronyms multiply nested second-order acronym point hierarchy
261,informal competition run magazine new scientist fully documented specimen discovered deeply nested rars regional atovs retransmission service atovs advanced tovs tovs tiro operational vertical sounder tiro television infrared observational satellite
262,fully expanded rars regional advanced television infrared observational satellite operational vertical sounder retransmission service produce unwieldy acronym ratiosovsrs
263,example vital expands vhdl initiative asic library total word fully expanded
264,rars stand directly string word interchanged syntax way chf usefully interchanged congestive heart failure prescriptive misapprehension linguistically accurate description true nature term closer anacronymic interchangeable simpler acronym
265,fully reducible attempt spell avoid abbreviation irreducible respect annotated parenthetical explanation not eliminated speech writing useful practical way
266,word laser radar function word syntax cognition need focus acronymic origin term rars cha2ds2–vasc score irreducible natural language purged form language left conform imposed rule not described remaining natural
267,similarly protein gene nomenclature us symbol extensively includes term nacht protein domain reflects symbol protein contain domain naip nlr family apoptosis inhibitor protein c2ta major histocompatibility complex class ii transcription het-e incompatibility locus protein podospora anserine telomerase-associated protein syntactically reducible
268,symbol acronym expansion not replace preserving function natural syntax clause clearly parsable human reader listener
269,special type macronym recursive acronym letter expansion refers macronym
270,earliest example appears hacker dictionary mung stand mung good
271,example recursive acronym
272,english language discussion language syllabic logographic writing system chinese japanese korean acronym describe short form selected character multi-character word
273,example chinese university 大學/大学 literally great learning usually abbreviated simply great institute
274,peking university 北京大学 commonly shortened 北大 lit
275,north-great taking character peking northern capital 北京 beijing
276,case character selected
277,example local short form hong kong university 香港大學 us kong 港大 hong
278,case longer phrase abbreviated drastically especially chinese politics proper noun initially translated soviet leninist term
279,instance china highest ruling council politburo standing committee standing committee central political bureau communist party china 中国共产党中央政治局常务委员会
280,term reduced communist party china standing committee acronym create 中共中央政治局常委
281,alternatively omitted communist party altogether creating politburo standing committee 政治局常委会 eventually standing committee 常委会
282,psc member designation member standing committee central political bureau communist party china 中国共产党中央政治局常务委员会委员 eventually drastically reduced simply changwei 常委 term ruchang 入常 increasingly official destined future seat psc
283,example word 全国人民代表大会 national people congress broken part nation 人民 people 代表 representative 大会 conference
284,short form 人大 literally man/people big character second fourth part selected 全国 third 代表 simply ignored
285,describing abbreviation term initialism inapplicable
286,original research
287,proper noun shorter shorter time
288,example cctv new year gala literally read china central television spring festival joint celebration evening gala 中国中央电视台春节联欢晚会 shortened spring festival joint celebration evening gala 春节联欢晚会 eventually referred simply chunwan 春晚
289,vein cctv zhongguo zhongyang dianshi tai 中国中央电视台 reduced yangshi 央视 mid-2000s
290,aspect academic korea follow similar acronym pattern chinese owing language commonality word big great
291,dae refer university 대학 daehak literally great learning big school acceptable alternate
292,interpreted similarly american university appellation upenn texas tech
293,acronym shortened form school hongik university 홍익대학교 hongik daehakgyo shortened hongdae 홍대 hong big school hong-u acronym refer university main subject
294,korea national university education 한국교원대학교 hanguk gyowon daehakgyo shortened gyowondae 교원대 big ed
295,ed
296,school use koreanized version english acronym
297,korea advanced institute science technology 한국과학기술원 hanguk gwahak gisulwon referred kaist 카이스트 kaiseuteu english korean
298,prestigious school korea known sky 스카이 seukai combining letter english name seoul national korea yonsei university
299,addition college scholastic ability test 대학수학능력시험 daehak suhang neungryeok siheom shortened suneung 수능
300,japanese language make extensive use abbreviation acronym
301,chinese-based word sino-japanese vocabulary us similar acronym formation chinese tōdai 東大 tōkyō daigaku 東京大学 tokyo university
302,case alternative pronunciation saikyō 埼京 saitama tōkyo 埼玉＋東京 saitō
303,non-chinese foreign borrowing gairaigo instead frequently abbreviated clipped compound acronym initial sound
304,visible katakana transcription foreign word found native word written hiragana
305,example pokémon medium franchise originally stood pocket monster ポケット·モンスター po-ke-tto-mon-su-tā ポケモン long-form japanese wāpuro stand word processor ワード·プロセッサー wā-do-pu-ro-se-ssā ワープロ
306,greater degree english german tends acronym use initial syllable initial single letter us type
307,example syllabic type gestapo gsp geheime staatspolizei secret state police flak fak fliegerabwehrkanone anti-aircraft gun kripo kp kriminalpolizei detective division police
308,extension contraction pervasive whimsical degree mockingly labeled aküfi abkürzungsfimmel strange habit abbreviating
309,example aküfi include vokuhila vorne kurz hinten lang short long
310,mullet mocking adolf hitler title gröfaz größter feldherr aller zeiten greatest general time
311,common initial letter word composing acronym regardless abbreviation sign gershayim written second-last letter non-inflected form acronym separate letter original word
312,example mind hebrew read right-to-left ארה״ב ארצות הברית united state ברה״מ ברית המועצות soviet union ראשל״צ ראשון לציון rishon lezion ביה״ס בית הספר school
313,example take initial letter component word צה״ל tzahal צבא הגנה לישראל israel defense force
314,inflected form abbreviation sign gershayim remains second-last letter non-inflected form acronym
315,report singular דו״ח plural דו״חות squad commander masculine מ״כ feminine מ״כית
316,widespread use acronym indonesia aspect social life
317,example golkar political party stand partai golongan karya mona stand monumen nasional national monument angkot public transport stand angkutan kota city public transportation warnet stand warung internet internet cafe
318,acronym considered formal officially adopted considered informal slang colloquial
319,capital metropolitan area jakarta surrounding satellite region jabodetabek infamous acronym
320,stand jakarta-bogor-depok-tangerang-bekasi
321,highway named acronym method
322,jalan tol toll road jagorawi jakarta-bogor-ciawi purbaleunyi purwakarta-bandung-cileunyi joglo semar jogja-solo-semarang
323,language especially use certain alphabet acronym come governmental use particularly military law enforcement service
324,indonesian military tni tentara nasional indonesia indonesian police polri kepolisian republik indonesia infamous heavy acronym use
325,example include kopassus komando pasukan khusus special force command kopaska komando pasukan katak frogman command kodim komando distrik militer military district command indonesian army administrative division serka sersan kepala head sergeant akmil akademi militer military academy magelang term rank unit division procedure etc
326,common indonesian number malay word formed merging word tadika taman didikan kanak-kanak kindergarten pawagam panggung wayang gambar
327,le prevalent modern era contrary indonesian
328,name organisation name famous mara majlis amanah rakyat people trust council government agency malaysia
329,acronym developed jawi malay arabic script spelling reflect latin counterpart pa parti islam se-malaysia malaysian islamic party originated jawi acronym ڤاس ڤرتي إسلام سمليسيا pronunciation letter word islam jawi us letter aleph pronounced letter position acronym
330,rule writing initialisms malay differ based script
331,latin form initialism spelt english capital written spacing tnb tenaga nasional berhad
332,jawi way initialisms different depending source language
333,malay initialisms initial jawi letter written separated period
334,ديوان بهاس دان ڤوستاک
335,initialism different language written transliterating letter original language عيم
336,سي
337,عيم
338,سي
339,mcmc
340,الفا
341,ڤي
342,ثيتا
343,acronym use part word necessarily syllable commonplace russian
344,газпром gazprom газовая промышленность gazovaya promyshlennost gas industry
345,initialisms сми smi средства массовой информации sredstva massovoy informatsii mean mass informing
346,гулаг gulag combine initial letter final word stand главное управление лагерей glavnoe upravlenie lagerey chief administration camp
347,historically otma acronym daughter emperor nicholas ii russia consort feodorovna group nickname built letter girl order birth olga tatiana maria anastasia
348,swahili acronym common naming organization tuki stand taasisi ya uchunguzi wa kiswahili institute swahili research
349,multiple initial letter initial syllable word drawn seen language
350,vietnamese abundance compound word initialisms commonly proper common noun
351,example include tp
352,hcm thành phố hồ chí minh ho chi minh city thpt trung học phổ thông high school clb câu lạc bộ club csdl cơ sở dữ liệu database nxb nhà xuất bản publisher ôbace ông bà anh chị em general form address cttđvn các thánh tử đạo việt vietnamese martyr
353,longer example include chxhcnvn cộng hòa xã hội chủ nghĩa việt nam socialist republic vietnam mtdtgpmnvn mặt trận dân tộc giải phóng miền nam việt nam viet cong
354,long initialisms widespread legal context vietnam example ttlt-vksndtc-tandtc
355,common writer coin ad hoc initialism repeated use article
356,letter initialism corresponds morpheme syllable
357,letter syllable tone mark diacritic diacritic omitted initialism example đna đná đông southeast asia lmca lmcâ liên minh châu âu european union
358,letter replaced initialisms avoid confusion example ubtwmttqvn ubtưmttqvn ủy ban trung ương mặt trận tổ quốc việt nam central committee vietnamese fatherland
359,initialisms purely written convenience pronounced way expansion
360,name vietnamese letter disyllabic le convenient pronounce initialism individual letter
361,acronym pronounced word rare vietnamese occurring acronym borrowed language
362,example include siđa pronounced s̪i˧ ˀɗaː˧ respelling french acronym sida aid voa pronounced vwaː˧ literal reading english initialism voice america nasa pronounced naː˧ zaː˧ borrowed directly english acronym
363,chinese compound word shortened syllable forming longer word
364,example term việt cộng derived syllable việt nam vietnam cộng sản communist
365,mechanism limited sino-vietnamese vocabulary
366,chinese clipped compound considered portmanteau word blend word acronym initialisms vietnamese alphabet requires component word written character
367,language noun declined method
368,example finnish colon separate inflection letter
369,process similar way hyphen clarity english prefix added acronym pre-nato policy prenato
370,language scottish gaelic irish lenition initial consonant mutation commonplace acronym modified situation case context dictate
371,case scottish gaelic lower-case added initial consonant example bbc scotland genitive case written bhbc alba acronym pronounced vbc
372,likewise gaelic acronym telebhisean television tbh pronounced tv english
373,acronym
374,pronunciation brit
375,origin formed english compounding modelled german lexical item
376,etymon acro- comb
377,form comb
378,form
379,etymology acro- comb
380,form comb
381,form german akronym earlier
382,originally
383,group initial letter abbreviation expression letter pronounced separately initialism atm tl
384,term initialism phenomenon
385,sense
386,use word
387,word formed initial letter word occasionally initial part syllable taken word pronounced single word rada
388,people feel strongly acronym term nato pronounced single word initialism individual letter pronounced distinctly fbi
389,research show commonly refer type abbreviation
390,glance paris german news told wiesener new paper old
391,thought difference
392,pee-gee-enn word word initial
393,memory beginning fail
394,day technical expression couldn remember
395,growing old
396,dozen
397,pee-gee-enn
398,acronym
399,word initial
400,remember
401,acronym nounac·​ro·​nym ˈa-krə-ˌnim definition acronym word radar laser formed initial letter letter successive part major part compound term abbreviation fbi formed initial letter initialism
402,ac·ro·nym ăk′rə-nĭm′
403,word formed combining initial letter multipart nato north atlantic treaty organization combining initial letter part series word radar radio detecting ranging
404,usage problem initialism
405,acr
406,ac′ro·nym′ic a·cron′y·mous ə-krŏn′ə-məs adj
407,usage note strict usage term acronym refers word initial letter part word sonar na vigation anging
408,distinguishing feature acronym pronounced single word manner nato nasa
409,acronym distinguished initialisms fbi nih individual letter pronounced separate syllable
410,observing distinction virtue precision lost people term refers kind abbreviation
411,acronym/ˈækrənɪm/ akruhnim noun
412,word formed initial letter sequence word radar radio detection ranging anzac australian new zealand army corp
413,compare initialism
414,initialism
415,acro- nym modelled synonym
416,ac·ro·nym
417,abbreviation formed initial letter word pronounced word
418,ascii nasa
419,greek akron tip ’ onoma pattern homonym
420,acronym number commentator copperud janis howard believe acronym differentiated abbreviation pronounceable word
421,dictionary distinction writer general
422,powder metallurgy industry officially adopted acronym p/m part metal molding january
423,user term acronym distinction pronounced word
424,pronounced series character praninskas trade creation
425,fault let acronym household word european scholar literary supp
426,february
427,confusion pentagon abbreviation acronyms—words formed letter word weinraub
428,time december
429,pyle algeo divide acronym initialisms consists initial letter pronounced letter name word acronym pronounced word
430,initialism older word acronym little known general public serve customary term standing contrast acronym narrow sense
431,ac·ro·nym ˈa-krə-ˌnim acr- word radar snafu formed initial letter letter successive part major part compound ac·ro·nym·ic ˌa-krə-ˈni-mik adj ə- lē adv
432,ac·ro·nym ˈa-krə-ˌnim acr- word radar laser formed initial letter letter successive part major part compound term abbreviation fbi formed initial letter initialism— ac·ro·nym·ic ˌa-krə-ˈni-mik adj ə- lē adv
